# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-08-07 13:04:21 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04213000 Conneaut Creek at Conneaut OH
# -----------------------------------------------------------------------------------
#
# Data provided for site 04213000
#            TS   parameter     statistic     Description
#        109701       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	109701_00060_00003	109701_00060_00003_cd
USGS	04213000	1939-01-25		
USGS	04213000	1939-01-26		
USGS	04213000	1939-01-27		
USGS	04213000	1939-01-28		
USGS	04213000	1939-01-29		
USGS	04213000	1939-01-30		
USGS	04213000	1939-01-31		
USGS	04213000	1939-02-01		
USGS	04213000	1939-02-02		
USGS	04213000	1939-02-03		
USGS	04213000	1939-02-04		
USGS	04213000	1939-02-05		
USGS	04213000	1939-02-06		
USGS	04213000	1939-02-07		
USGS	04213000	1939-02-08		
USGS	04213000	1939-02-09		
USGS	04213000	1939-02-10		
USGS	04213000	1939-02-11		
USGS	04213000	1939-02-12		
USGS	04213000	1939-02-13		
USGS	04213000	1939-02-14		
USGS	04213000	1939-02-15		
USGS	04213000	1939-02-16		
USGS	04213000	1939-02-17		
USGS	04213000	1939-02-18		
USGS	04213000	1939-02-19		
USGS	04213000	1939-02-20		
USGS	04213000	1939-02-21		
USGS	04213000	1939-02-22		
USGS	04213000	1939-02-23		
USGS	04213000	1939-02-24		
USGS	04213000	1939-02-25		
USGS	04213000	1939-02-26		
USGS	04213000	1939-02-27		
USGS	04213000	1939-02-28		
USGS	04213000	1939-03-01		
USGS	04213000	1939-03-02		
USGS	04213000	1939-03-03		
USGS	04213000	1939-03-04		
USGS	04213000	1939-03-05		
USGS	04213000	1939-03-06		
USGS	04213000	1939-03-07		
USGS	04213000	1939-03-08		
USGS	04213000	1939-03-09		
USGS	04213000	1939-03-10		
USGS	04213000	1939-03-11		
USGS	04213000	1939-03-12		
USGS	04213000	1939-03-13		
USGS	04213000	1939-03-14		
USGS	04213000	1939-03-15		
USGS	04213000	1939-03-16		
USGS	04213000	1939-03-17		
USGS	04213000	1939-03-18		
USGS	04213000	1939-03-19		
USGS	04213000	1939-03-20		
USGS	04213000	1939-03-21		
USGS	04213000	1939-03-22		
USGS	04213000	1939-03-23		
USGS	04213000	1939-03-24		
USGS	04213000	1939-03-25		
USGS	04213000	1939-03-26		
USGS	04213000	1939-03-27		
USGS	04213000	1939-03-28		
USGS	04213000	1939-03-29		
USGS	04213000	1939-03-30		
USGS	04213000	1939-03-31		
USGS	04213000	1939-04-01		
USGS	04213000	1939-04-02		
USGS	04213000	1939-04-03		
USGS	04213000	1939-04-04		
USGS	04213000	1939-04-05		
USGS	04213000	1939-04-06		
USGS	04213000	1939-04-07		
USGS	04213000	1939-04-08		
USGS	04213000	1939-04-09		
USGS	04213000	1939-04-10		
USGS	04213000	1939-04-11		
USGS	04213000	1939-04-12		
USGS	04213000	1939-04-13		
USGS	04213000	1939-04-14		
USGS	04213000	1939-04-15		
USGS	04213000	1939-04-16		
USGS	04213000	1939-04-17		
USGS	04213000	1939-04-18		
USGS	04213000	1939-04-19		
USGS	04213000	1939-04-20		
USGS	04213000	1939-04-21		
USGS	04213000	1939-04-22		
USGS	04213000	1939-04-23		
USGS	04213000	1939-04-24		
USGS	04213000	1939-04-25		
USGS	04213000	1939-04-26		
USGS	04213000	1939-04-27		
USGS	04213000	1939-04-28		
USGS	04213000	1939-04-29		
USGS	04213000	1939-04-30		
USGS	04213000	1939-05-01		
USGS	04213000	1939-05-02		
USGS	04213000	1939-05-03		
USGS	04213000	1939-05-04		
USGS	04213000	1939-05-05		
USGS	04213000	1939-05-06		
USGS	04213000	1939-05-07		
USGS	04213000	1939-05-08		
USGS	04213000	1939-05-09		
USGS	04213000	1939-05-10		
USGS	04213000	1939-05-11		
USGS	04213000	1939-05-12		
USGS	04213000	1939-05-13		
USGS	04213000	1939-05-14		
USGS	04213000	1939-05-15		
USGS	04213000	1939-05-16		
USGS	04213000	1939-05-17		
USGS	04213000	1939-05-18		
USGS	04213000	1939-05-19		
USGS	04213000	1939-05-20		
USGS	04213000	1939-05-21		
USGS	04213000	1939-05-22		
USGS	04213000	1939-05-23		
USGS	04213000	1939-05-24		
USGS	04213000	1939-05-25		
USGS	04213000	1939-05-26		
USGS	04213000	1939-05-27		
USGS	04213000	1939-05-28		
USGS	04213000	1939-05-29		
USGS	04213000	1939-05-30		
USGS	04213000	1939-05-31		
USGS	04213000	1939-06-01		
USGS	04213000	1939-06-02		
USGS	04213000	1939-06-03		
USGS	04213000	1939-06-04		
USGS	04213000	1939-06-05		
USGS	04213000	1939-06-06		
USGS	04213000	1939-06-07		
USGS	04213000	1939-06-08		
USGS	04213000	1939-06-09		
USGS	04213000	1939-06-10		
USGS	04213000	1939-06-11		
USGS	04213000	1939-06-12		
USGS	04213000	1939-06-13		
USGS	04213000	1939-06-14		
USGS	04213000	1939-06-15		
USGS	04213000	1939-06-16		
USGS	04213000	1939-06-17		
USGS	04213000	1939-06-18		
USGS	04213000	1939-06-19		
USGS	04213000	1939-06-20		
USGS	04213000	1939-06-21		
USGS	04213000	1939-06-22		
USGS	04213000	1939-06-23		
USGS	04213000	1939-06-24		
USGS	04213000	1939-06-25		
USGS	04213000	1939-06-26		
USGS	04213000	1939-06-27		
USGS	04213000	1939-06-28		
USGS	04213000	1939-06-29		
USGS	04213000	1939-06-30		
USGS	04213000	1939-07-01		
USGS	04213000	1939-07-02		
USGS	04213000	1939-07-03		
USGS	04213000	1939-07-04		
USGS	04213000	1939-07-05		
USGS	04213000	1939-07-06		
USGS	04213000	1939-07-07		
USGS	04213000	1939-07-08		
USGS	04213000	1939-07-09		
USGS	04213000	1939-07-10		
USGS	04213000	1939-07-11		
USGS	04213000	1939-07-12		
USGS	04213000	1939-07-13		
USGS	04213000	1939-07-14		
USGS	04213000	1939-07-15		
USGS	04213000	1939-07-16		
USGS	04213000	1939-07-17		
USGS	04213000	1939-07-18		
USGS	04213000	1939-07-19		
USGS	04213000	1939-07-20		
USGS	04213000	1939-07-21		
USGS	04213000	1939-07-22		
USGS	04213000	1939-07-23		
USGS	04213000	1939-07-24		
USGS	04213000	1939-07-25		
USGS	04213000	1939-07-26		
USGS	04213000	1939-07-27		
USGS	04213000	1939-07-28		
USGS	04213000	1939-07-29		
USGS	04213000	1939-07-30		
USGS	04213000	1939-07-31		
USGS	04213000	1939-08-01		
USGS	04213000	1939-08-02		
USGS	04213000	1939-08-03		
USGS	04213000	1939-08-04		
USGS	04213000	1939-08-05		
USGS	04213000	1939-08-06		
USGS	04213000	1939-08-07		
USGS	04213000	1939-08-08		
USGS	04213000	1939-08-09		
USGS	04213000	1939-08-10		
USGS	04213000	1939-08-11		
USGS	04213000	1939-08-12		
USGS	04213000	1939-08-13		
USGS	04213000	1939-08-14		
USGS	04213000	1939-08-15		
USGS	04213000	1939-08-16		
USGS	04213000	1939-08-17		
USGS	04213000	1939-08-18		
USGS	04213000	1939-08-19		
USGS	04213000	1939-08-20		
USGS	04213000	1939-08-21		
USGS	04213000	1939-08-22		
USGS	04213000	1939-08-23		
USGS	04213000	1939-08-24		
USGS	04213000	1939-08-25		
USGS	04213000	1939-08-26		
USGS	04213000	1939-08-27		
USGS	04213000	1939-08-28		
USGS	04213000	1939-08-29		
USGS	04213000	1939-08-30		
USGS	04213000	1939-08-31		
USGS	04213000	1939-09-01		
USGS	04213000	1939-09-02		
USGS	04213000	1939-09-03		
USGS	04213000	1939-09-04		
USGS	04213000	1939-09-05		
USGS	04213000	1939-09-06		
USGS	04213000	1939-09-07		
USGS	04213000	1939-09-08		
USGS	04213000	1939-09-09		
USGS	04213000	1939-09-10		
USGS	04213000	1939-09-11		
USGS	04213000	1939-09-12		
USGS	04213000	1939-09-13		
USGS	04213000	1939-09-14		
USGS	04213000	1939-09-15		
USGS	04213000	1939-09-16		
USGS	04213000	1939-09-17		
USGS	04213000	1939-09-18		
USGS	04213000	1939-09-19		
USGS	04213000	1939-09-20		
USGS	04213000	1939-09-21		
USGS	04213000	1939-09-22		
USGS	04213000	1939-09-23		
USGS	04213000	1939-09-24		
USGS	04213000	1939-09-25		
USGS	04213000	1939-09-26		
USGS	04213000	1939-09-27		
USGS	04213000	1939-09-28		
USGS	04213000	1939-09-29		
USGS	04213000	1939-09-30		
USGS	04213000	1939-10-01		
USGS	04213000	1939-10-02		
USGS	04213000	1939-10-03		
USGS	04213000	1939-10-04		
USGS	04213000	1939-10-05		
USGS	04213000	1939-10-06		
USGS	04213000	1939-10-07		
USGS	04213000	1939-10-08		
USGS	04213000	1939-10-09		
USGS	04213000	1939-10-10		
USGS	04213000	1939-10-11		
USGS	04213000	1939-10-12		
USGS	04213000	1939-10-13		
USGS	04213000	1939-10-14		
USGS	04213000	1939-10-15		
USGS	04213000	1939-10-16		
USGS	04213000	1939-10-17		
USGS	04213000	1939-10-18		
USGS	04213000	1939-10-19		
USGS	04213000	1939-10-20		
USGS	04213000	1939-10-21		
USGS	04213000	1939-10-22		
USGS	04213000	1939-10-23		
USGS	04213000	1939-10-24		
USGS	04213000	1939-10-25		
USGS	04213000	1939-10-26		
USGS	04213000	1939-10-27		
USGS	04213000	1939-10-28		
USGS	04213000	1939-10-29		
USGS	04213000	1939-10-30		
USGS	04213000	1939-10-31		
USGS	04213000	1939-11-01		
USGS	04213000	1939-11-02		
USGS	04213000	1939-11-03		
USGS	04213000	1939-11-04		
USGS	04213000	1939-11-05		
USGS	04213000	1939-11-06		
USGS	04213000	1939-11-07		
USGS	04213000	1939-11-08		
USGS	04213000	1939-11-09		
USGS	04213000	1939-11-10		
USGS	04213000	1939-11-11		
USGS	04213000	1939-11-12		
USGS	04213000	1939-11-13		
USGS	04213000	1939-11-14		
USGS	04213000	1939-11-15		
USGS	04213000	1939-11-16		
USGS	04213000	1939-11-17		
USGS	04213000	1939-11-18		
USGS	04213000	1939-11-19		
USGS	04213000	1939-11-20		
USGS	04213000	1939-11-21		
USGS	04213000	1939-11-22		
USGS	04213000	1939-11-23		
USGS	04213000	1939-11-24		
USGS	04213000	1939-11-25		
USGS	04213000	1939-11-26		
USGS	04213000	1939-11-27		
USGS	04213000	1939-11-28		
USGS	04213000	1939-11-29		
USGS	04213000	1939-11-30		
USGS	04213000	1939-12-01		
USGS	04213000	1939-12-02		
USGS	04213000	1939-12-03		
USGS	04213000	1939-12-04		
USGS	04213000	1939-12-05		
USGS	04213000	1939-12-06		
USGS	04213000	1939-12-07		
USGS	04213000	1939-12-08		
USGS	04213000	1939-12-09		
USGS	04213000	1939-12-10		
USGS	04213000	1939-12-11		
USGS	04213000	1939-12-12		
USGS	04213000	1939-12-13		
USGS	04213000	1939-12-14		
USGS	04213000	1939-12-15		
USGS	04213000	1939-12-16		
USGS	04213000	1939-12-17		
USGS	04213000	1939-12-18		
USGS	04213000	1939-12-19		
USGS	04213000	1939-12-20		
USGS	04213000	1939-12-21		
USGS	04213000	1939-12-22		
USGS	04213000	1939-12-23		
USGS	04213000	1939-12-24		
USGS	04213000	1939-12-25		
USGS	04213000	1939-12-26		
USGS	04213000	1939-12-27		
USGS	04213000	1939-12-28		
USGS	04213000	1939-12-29		
USGS	04213000	1939-12-30		
USGS	04213000	1939-12-31		
USGS	04213000	1940-01-01		
USGS	04213000	1940-01-02		
USGS	04213000	1940-01-03		
USGS	04213000	1940-01-04		
USGS	04213000	1940-01-05		
USGS	04213000	1940-01-06		
USGS	04213000	1940-01-07		
USGS	04213000	1940-01-08		
USGS	04213000	1940-01-09		
USGS	04213000	1940-01-10		
USGS	04213000	1940-01-11		
USGS	04213000	1940-01-12		
USGS	04213000	1940-01-13		
USGS	04213000	1940-01-14		
USGS	04213000	1940-01-15		
USGS	04213000	1940-01-16		
USGS	04213000	1940-01-17		
USGS	04213000	1940-01-18		
USGS	04213000	1940-01-19		
USGS	04213000	1940-01-20		
USGS	04213000	1940-01-21		
USGS	04213000	1940-01-22		
USGS	04213000	1940-01-23		
USGS	04213000	1940-01-24		
USGS	04213000	1940-01-25		
USGS	04213000	1940-01-26		
USGS	04213000	1940-01-27		
USGS	04213000	1940-01-28		
USGS	04213000	1940-01-29		
USGS	04213000	1940-01-30		
USGS	04213000	1940-01-31		
USGS	04213000	1940-02-01		
USGS	04213000	1940-02-02		
USGS	04213000	1940-02-03		
USGS	04213000	1940-02-04		
USGS	04213000	1940-02-05		
USGS	04213000	1940-02-06		
USGS	04213000	1940-02-07		
USGS	04213000	1940-02-08		
USGS	04213000	1940-02-09		
USGS	04213000	1940-02-10		
USGS	04213000	1940-02-11		
USGS	04213000	1940-02-12		
USGS	04213000	1940-02-13		
USGS	04213000	1940-02-14		
USGS	04213000	1940-02-15		
USGS	04213000	1940-02-16		
USGS	04213000	1940-02-17		
USGS	04213000	1940-02-18		
USGS	04213000	1940-02-19		
USGS	04213000	1940-02-20		
USGS	04213000	1940-02-21		
USGS	04213000	1940-02-22		
USGS	04213000	1940-02-23		
USGS	04213000	1940-02-24		
USGS	04213000	1940-02-25		
USGS	04213000	1940-02-26		
USGS	04213000	1940-02-27		
USGS	04213000	1940-02-28		
USGS	04213000	1940-02-29		
USGS	04213000	1940-03-01		
USGS	04213000	1940-03-02		
USGS	04213000	1940-03-03		
USGS	04213000	1940-03-04		
USGS	04213000	1940-03-05		
USGS	04213000	1940-03-06		
USGS	04213000	1940-03-07		
USGS	04213000	1940-03-08		
USGS	04213000	1940-03-09		
USGS	04213000	1940-03-10		
USGS	04213000	1940-03-11		
USGS	04213000	1940-03-12		
USGS	04213000	1940-03-13		
USGS	04213000	1940-03-14		
USGS	04213000	1940-03-15		
USGS	04213000	1940-03-16		
USGS	04213000	1940-03-17		
USGS	04213000	1940-03-18		
USGS	04213000	1940-03-19		
USGS	04213000	1940-03-20		
USGS	04213000	1940-03-21		
USGS	04213000	1940-03-22		
USGS	04213000	1940-03-23		
USGS	04213000	1940-03-24		
USGS	04213000	1940-03-25		
USGS	04213000	1940-03-26		
USGS	04213000	1940-03-27		
USGS	04213000	1940-03-28		
USGS	04213000	1940-03-29		
USGS	04213000	1940-03-30		
USGS	04213000	1940-03-31		
USGS	04213000	1940-04-01		
USGS	04213000	1940-04-02		
USGS	04213000	1940-04-03		
USGS	04213000	1940-04-04		
USGS	04213000	1940-04-05		
USGS	04213000	1940-04-06		
USGS	04213000	1940-04-07		
USGS	04213000	1940-04-08		
USGS	04213000	1940-04-09		
USGS	04213000	1940-04-10		
USGS	04213000	1940-04-11		
USGS	04213000	1940-04-12		
USGS	04213000	1940-04-13		
USGS	04213000	1940-04-14		
USGS	04213000	1940-04-15		
USGS	04213000	1940-04-16		
USGS	04213000	1940-04-17		
USGS	04213000	1940-04-18		
USGS	04213000	1940-04-19		
USGS	04213000	1940-04-20		
USGS	04213000	1940-04-21		
USGS	04213000	1940-04-22		
USGS	04213000	1940-04-23		
USGS	04213000	1940-04-24		
USGS	04213000	1940-04-25		
USGS	04213000	1940-04-26		
USGS	04213000	1940-04-27		
USGS	04213000	1940-04-28		
USGS	04213000	1940-04-29		
USGS	04213000	1940-04-30		
USGS	04213000	1940-05-01		
USGS	04213000	1940-05-02		
USGS	04213000	1940-05-03		
USGS	04213000	1940-05-04		
USGS	04213000	1940-05-05		
USGS	04213000	1940-05-06		
USGS	04213000	1940-05-07		
USGS	04213000	1940-05-08		
USGS	04213000	1940-05-09		
USGS	04213000	1940-05-10		
USGS	04213000	1940-05-11		
USGS	04213000	1940-05-12		
USGS	04213000	1940-05-13		
USGS	04213000	1940-05-14		
USGS	04213000	1940-05-15		
USGS	04213000	1940-05-16		
USGS	04213000	1940-05-17		
USGS	04213000	1940-05-18		
USGS	04213000	1940-05-19		
USGS	04213000	1940-05-20		
USGS	04213000	1940-05-21		
USGS	04213000	1940-05-22		
USGS	04213000	1940-05-23		
USGS	04213000	1940-05-24		
USGS	04213000	1940-05-25		
USGS	04213000	1940-05-26		
USGS	04213000	1940-05-27		
USGS	04213000	1940-05-28		
USGS	04213000	1940-05-29		
USGS	04213000	1940-05-30		
USGS	04213000	1940-05-31		
USGS	04213000	1940-06-01		
USGS	04213000	1940-06-02		
USGS	04213000	1940-06-03		
USGS	04213000	1940-06-04		
USGS	04213000	1940-06-05		
USGS	04213000	1940-06-06		
USGS	04213000	1940-06-07		
USGS	04213000	1940-06-08		
USGS	04213000	1940-06-09		
USGS	04213000	1940-06-10		
USGS	04213000	1940-06-11		
USGS	04213000	1940-06-12		
USGS	04213000	1940-06-13		
USGS	04213000	1940-06-14		
USGS	04213000	1940-06-15		
USGS	04213000	1940-06-16		
USGS	04213000	1940-06-17		
USGS	04213000	1940-06-18		
USGS	04213000	1940-06-19		
USGS	04213000	1940-06-20		
USGS	04213000	1940-06-21		
USGS	04213000	1940-06-22		
USGS	04213000	1940-06-23		
USGS	04213000	1940-06-24		
USGS	04213000	1940-06-25		
USGS	04213000	1940-06-26		
USGS	04213000	1940-06-27		
USGS	04213000	1940-06-28		
USGS	04213000	1940-06-29		
USGS	04213000	1940-06-30		
USGS	04213000	1940-07-01		
USGS	04213000	1940-07-02		
USGS	04213000	1940-07-03		
USGS	04213000	1940-07-04		
USGS	04213000	1940-07-05		
USGS	04213000	1940-07-06		
USGS	04213000	1940-07-07		
USGS	04213000	1940-07-08		
USGS	04213000	1940-07-09		
USGS	04213000	1940-07-10		
USGS	04213000	1940-07-11		
USGS	04213000	1940-07-12		
USGS	04213000	1940-07-13		
USGS	04213000	1940-07-14		
USGS	04213000	1940-07-15		
USGS	04213000	1940-07-16		
USGS	04213000	1940-07-17		
USGS	04213000	1940-07-18		
USGS	04213000	1940-07-19		
USGS	04213000	1940-07-20		
USGS	04213000	1940-07-21		
USGS	04213000	1940-07-22		
USGS	04213000	1940-07-23		
USGS	04213000	1940-07-24		
USGS	04213000	1940-07-25		
USGS	04213000	1940-07-26		
USGS	04213000	1940-07-27		
USGS	04213000	1940-07-28		
USGS	04213000	1940-07-29		
USGS	04213000	1940-07-30		
USGS	04213000	1940-07-31		
USGS	04213000	1940-08-01		
USGS	04213000	1940-08-02		
USGS	04213000	1940-08-03		
USGS	04213000	1940-08-04		
USGS	04213000	1940-08-05		
USGS	04213000	1940-08-06		
USGS	04213000	1940-08-07		
USGS	04213000	1940-08-08		
USGS	04213000	1940-08-09		
USGS	04213000	1940-08-10		
USGS	04213000	1940-08-11		
USGS	04213000	1940-08-12		
USGS	04213000	1940-08-13		
USGS	04213000	1940-08-14		
USGS	04213000	1940-08-15		
USGS	04213000	1940-08-16		
USGS	04213000	1940-08-17		
USGS	04213000	1940-08-18		
USGS	04213000	1940-08-19		
USGS	04213000	1940-08-20		
USGS	04213000	1940-08-21		
USGS	04213000	1940-08-22		
USGS	04213000	1940-08-23		
USGS	04213000	1940-08-24		
USGS	04213000	1940-08-25		
USGS	04213000	1940-08-26		
USGS	04213000	1940-08-27		
USGS	04213000	1940-08-28		
USGS	04213000	1940-08-29		
USGS	04213000	1940-08-30		
USGS	04213000	1940-08-31		
USGS	04213000	1940-09-01		
USGS	04213000	1940-09-02		
USGS	04213000	1940-09-03		
USGS	04213000	1940-09-04		
USGS	04213000	1940-09-05		
USGS	04213000	1940-09-06		
USGS	04213000	1940-09-07		
USGS	04213000	1940-09-08		
USGS	04213000	1940-09-09		
USGS	04213000	1940-09-10		
USGS	04213000	1940-09-11		
USGS	04213000	1940-09-12		
USGS	04213000	1940-09-13		
USGS	04213000	1940-09-14		
USGS	04213000	1940-09-15		
USGS	04213000	1940-09-16		
USGS	04213000	1940-09-17		
USGS	04213000	1940-09-18		
USGS	04213000	1940-09-19		
USGS	04213000	1940-09-20		
USGS	04213000	1940-09-21		
USGS	04213000	1940-09-22		
USGS	04213000	1940-09-23		
USGS	04213000	1940-09-24		
USGS	04213000	1940-09-25		
USGS	04213000	1940-09-26		
USGS	04213000	1940-09-27		
USGS	04213000	1940-09-28		
USGS	04213000	1940-09-29		
USGS	04213000	1940-09-30		
USGS	04213000	1940-10-01		
USGS	04213000	1940-10-02		
USGS	04213000	1940-10-03		
USGS	04213000	1940-10-04		
USGS	04213000	1940-10-05		
USGS	04213000	1940-10-06		
USGS	04213000	1940-10-07		
USGS	04213000	1940-10-08		
USGS	04213000	1940-10-09		
USGS	04213000	1940-10-10		
USGS	04213000	1940-10-11		
USGS	04213000	1940-10-12		
USGS	04213000	1940-10-13		
USGS	04213000	1940-10-14		
USGS	04213000	1940-10-15		
USGS	04213000	1940-10-16		
USGS	04213000	1940-10-17		
USGS	04213000	1940-10-18		
USGS	04213000	1940-10-19		
USGS	04213000	1940-10-20		
USGS	04213000	1940-10-21		
USGS	04213000	1940-10-22		
USGS	04213000	1940-10-23		
USGS	04213000	1940-10-24		
USGS	04213000	1940-10-25		
USGS	04213000	1940-10-26		
USGS	04213000	1940-10-27		
USGS	04213000	1940-10-28		
USGS	04213000	1940-10-29		
USGS	04213000	1940-10-30		
USGS	04213000	1940-10-31		
USGS	04213000	1940-11-01		
USGS	04213000	1940-11-02		
USGS	04213000	1940-11-03		
USGS	04213000	1940-11-04		
USGS	04213000	1940-11-05		
USGS	04213000	1940-11-06		
USGS	04213000	1940-11-07		
USGS	04213000	1940-11-08		
USGS	04213000	1940-11-09		
USGS	04213000	1940-11-10		
USGS	04213000	1940-11-11		
USGS	04213000	1940-11-12		
USGS	04213000	1940-11-13		
USGS	04213000	1940-11-14		
USGS	04213000	1940-11-15		
USGS	04213000	1940-11-16		
USGS	04213000	1940-11-17		
USGS	04213000	1940-11-18		
USGS	04213000	1940-11-19		
USGS	04213000	1940-11-20		
USGS	04213000	1940-11-21		
USGS	04213000	1940-11-22		
USGS	04213000	1940-11-23		
USGS	04213000	1940-11-24		
USGS	04213000	1940-11-25		
USGS	04213000	1940-11-26		
USGS	04213000	1940-11-27		
USGS	04213000	1940-11-28		
USGS	04213000	1940-11-29		
USGS	04213000	1940-11-30		
USGS	04213000	1940-12-01		
USGS	04213000	1940-12-02		
USGS	04213000	1940-12-03		
USGS	04213000	1940-12-04		
USGS	04213000	1940-12-05		
USGS	04213000	1940-12-06		
USGS	04213000	1940-12-07		
USGS	04213000	1940-12-08		
USGS	04213000	1940-12-09		
USGS	04213000	1940-12-10		
USGS	04213000	1940-12-11		
USGS	04213000	1940-12-12		
USGS	04213000	1940-12-13		
USGS	04213000	1940-12-14		
USGS	04213000	1940-12-15		
USGS	04213000	1940-12-16		
USGS	04213000	1940-12-17		
USGS	04213000	1940-12-18		
USGS	04213000	1940-12-19		
USGS	04213000	1940-12-20		
USGS	04213000	1940-12-21		
USGS	04213000	1940-12-22		
USGS	04213000	1940-12-23		
USGS	04213000	1940-12-24		
USGS	04213000	1940-12-25		
USGS	04213000	1940-12-26		
USGS	04213000	1940-12-27		
USGS	04213000	1940-12-28		
USGS	04213000	1940-12-29		
USGS	04213000	1940-12-30		
USGS	04213000	1940-12-31		
USGS	04213000	1941-01-01		
USGS	04213000	1941-01-02		
USGS	04213000	1941-01-03		
USGS	04213000	1941-01-04		
USGS	04213000	1941-01-05		
USGS	04213000	1941-01-06		
USGS	04213000	1941-01-07		
USGS	04213000	1941-01-08		
USGS	04213000	1941-01-09		
USGS	04213000	1941-01-10		
USGS	04213000	1941-01-11		
USGS	04213000	1941-01-12		
USGS	04213000	1941-01-13		
USGS	04213000	1941-01-14		
USGS	04213000	1941-01-15		
USGS	04213000	1941-01-16		
USGS	04213000	1941-01-17		
USGS	04213000	1941-01-18		
USGS	04213000	1941-01-19		
USGS	04213000	1941-01-20		
USGS	04213000	1941-01-21		
USGS	04213000	1941-01-22		
USGS	04213000	1941-01-23		
USGS	04213000	1941-01-24		
USGS	04213000	1941-01-25		
USGS	04213000	1941-01-26		
USGS	04213000	1941-01-27		
USGS	04213000	1941-01-28		
USGS	04213000	1941-01-29		
USGS	04213000	1941-01-30		
USGS	04213000	1941-01-31		
USGS	04213000	1941-02-01		
USGS	04213000	1941-02-02		
USGS	04213000	1941-02-03		
USGS	04213000	1941-02-04		
USGS	04213000	1941-02-05		
USGS	04213000	1941-02-06		
USGS	04213000	1941-02-07		
USGS	04213000	1941-02-08		
USGS	04213000	1941-02-09		
USGS	04213000	1941-02-10		
USGS	04213000	1941-02-11		
USGS	04213000	1941-02-12		
USGS	04213000	1941-02-13		
USGS	04213000	1941-02-14		
USGS	04213000	1941-02-15		
USGS	04213000	1941-02-16		
USGS	04213000	1941-02-17		
USGS	04213000	1941-02-18		
USGS	04213000	1941-02-19		
USGS	04213000	1941-02-20		
USGS	04213000	1941-02-21		
USGS	04213000	1941-02-22		
USGS	04213000	1941-02-23		
USGS	04213000	1941-02-24		
USGS	04213000	1941-02-25		
USGS	04213000	1941-02-26		
USGS	04213000	1941-02-27		
USGS	04213000	1941-02-28		
USGS	04213000	1941-03-01		
USGS	04213000	1941-03-02		
USGS	04213000	1941-03-03		
USGS	04213000	1941-03-04		
USGS	04213000	1941-03-05		
USGS	04213000	1941-03-06		
USGS	04213000	1941-03-07		
USGS	04213000	1941-03-08		
USGS	04213000	1941-03-09		
USGS	04213000	1941-03-10		
USGS	04213000	1941-03-11		
USGS	04213000	1941-03-12		
USGS	04213000	1941-03-13		
USGS	04213000	1941-03-14		
USGS	04213000	1941-03-15		
USGS	04213000	1941-03-16		
USGS	04213000	1941-03-17		
USGS	04213000	1941-03-18		
USGS	04213000	1941-03-19		
USGS	04213000	1941-03-20		
USGS	04213000	1941-03-21		
USGS	04213000	1941-03-22		
USGS	04213000	1941-03-23		
USGS	04213000	1941-03-24		
USGS	04213000	1941-03-25		
USGS	04213000	1941-03-26		
USGS	04213000	1941-03-27		
USGS	04213000	1941-03-28		
USGS	04213000	1941-03-29		
USGS	04213000	1941-03-30		
USGS	04213000	1941-03-31		
USGS	04213000	1941-04-01		
USGS	04213000	1941-04-02		
USGS	04213000	1941-04-03		
USGS	04213000	1941-04-04		
USGS	04213000	1941-04-05		
USGS	04213000	1941-04-06		
USGS	04213000	1941-04-07		
USGS	04213000	1941-04-08		
USGS	04213000	1941-04-09		
USGS	04213000	1941-04-10		
USGS	04213000	1941-04-11		
USGS	04213000	1941-04-12		
USGS	04213000	1941-04-13		
USGS	04213000	1941-04-14		
USGS	04213000	1941-04-15		
USGS	04213000	1941-04-16		
USGS	04213000	1941-04-17		
USGS	04213000	1941-04-18		
USGS	04213000	1941-04-19		
USGS	04213000	1941-04-20		
USGS	04213000	1941-04-21		
USGS	04213000	1941-04-22		
USGS	04213000	1941-04-23		
USGS	04213000	1941-04-24		
USGS	04213000	1941-04-25		
USGS	04213000	1941-04-26		
USGS	04213000	1941-04-27		
USGS	04213000	1941-04-28		
USGS	04213000	1941-04-29		
